,composition,Atoms,All Charges,Ind Charges,Cu(Uniq Charges),Mn(Uniq Charges),O(Uniq Charges),Is c_mixed,Raw_percentage,Charge_prob_per_ele,Charge_prob,normalized_charge_prob,Cu-2,Cu1,Cu2,Mn1,Mn2,Mn3,Mn4,O-2,O-1,formula,reduced_formula,mp-id,icsd_id,mp_FEPA,mp_eabovehull
0,Cu1Mn1O1,"[1, 1, 1]","(-2, 3, -1)","[[-2], [3], [-1]]",1,1,1,False,"[0.351, 0.153, 0.197]","[0.351, 0.153, 0.197]",0.010579491,0.07936200053713706,True,False,False,False,False,True,False,False,True,Cu1Mn1O1,MnCuO,[],[],NA,NA
1,Cu1Mn1O1,"[1, 1, 1]","(-2, 4, -2)","[[-2], [4], [-2]]",1,1,1,False,"[0.351, 0.139, 0.799]","[0.351, 0.139, 0.799]",0.038982411,0.2924263674614306,True,False,False,False,False,False,True,True,False,Cu1Mn1O1,MnCuO,[],[],NA,NA
2,Cu1Mn1O1,"[1, 1, 1]","(1, 1, -2)","[[1], [1], [-2]]",1,1,1,False,"[0.414, 0.171, 0.799]","[0.414, 0.171, 0.799]",0.056564406,0.42431761786600497,False,True,False,True,False,False,False,True,False,Cu1Mn1O1,MnCuO,[],[],NA,NA
3,Cu1Mn1O2,"[1, 1, 2]","(-2, 4, -1, -1)","[[-2], [4], [-1]]",1,1,1,False,"[0.351, 0.139, 0.197, 0.197]","[0.351, 0.139, 0.197]",0.009611433,0.07210011813504609,True,False,False,False,False,False,True,False,True,Cu1Mn1O2,MnCuO2,['mp-510589'],"[[30379, 158960]]",-1.5506655720287945,0.0
4,Cu1Mn1O2,"[1, 1, 2]","(1, 1, -1, -1)","[[1], [1], [-1]]",1,1,1,False,"[0.414, 0.171, 0.197, 0.197]","[0.414, 0.171, 0.197]",0.013946418,0.10461898713342051,False,True,False,True,False,False,False,False,True,Cu1Mn1O2,MnCuO2,['mp-510589'],"[[30379, 158960]]",-1.5506655720287945,0.0
5,Cu1Mn1O2,"[1, 1, 2]","(1, 2, -2, -1)","[[1], [2], [-2, -1]]",1,1,2,True,"[0.414, 0.403, 0.799, 0.197]","[0.414, 0.403, 0.498]",0.083087316,0.623279098873592,False,True,False,False,True,False,False,True,True,Cu1Mn1O2,MnCuO2,['mp-510589'],"[[30379, 158960]]",-1.5506655720287945,0.0
6,Cu1Mn1O2,"[1, 1, 2]","(1, 3, -2, -2)","[[1], [3], [-2]]",1,1,1,False,"[0.414, 0.153, 0.799, 0.799]","[0.414, 0.153, 0.799]",0.050610258,0.37965260545905705,False,True,False,False,False,True,False,True,False,Cu1Mn1O2,MnCuO2,['mp-510589'],"[[30379, 158960]]",-1.5506655720287945,0.0
7,Cu1Mn1O2,"[1, 1, 2]","(2, 1, -2, -1)","[[2], [1], [-2, -1]]",1,1,2,True,"[0.172, 0.171, 0.799, 0.197]","[0.172, 0.171, 0.498]",0.014647176,0.1098757198791077,False,False,True,True,False,False,False,True,True,Cu1Mn1O2,MnCuO2,['mp-510589'],"[[30379, 158960]]",-1.5506655720287945,0.0
8,Cu1Mn1O2,"[1, 1, 2]","(2, 2, -2, -2)","[[2], [2], [-2]]",1,1,1,False,"[0.172, 0.403, 0.799, 0.799]","[0.172, 0.403, 0.799]",0.055383484000000004,0.41545893719806765,False,False,True,False,True,False,False,True,False,Cu1Mn1O2,MnCuO2,['mp-510589'],"[[30379, 158960]]",-1.5506655720287945,0.0
9,Cu1Mn1O3,"[1, 1, 3]","(1, 2, -1, -1, -1)","[[1], [2], [-1]]",1,1,1,False,"[0.414, 0.403, 0.197, 0.197, 0.197]","[0.414, 0.403, 0.197]",0.032867874,0.24655819774718396,False,True,False,False,True,False,False,False,True,Cu1Mn1O3,MnCuO3,['mp-1176440'],[],-1.4386045998730352,0.035504623416663605
10,Cu1Mn1O3,"[1, 1, 3]","(1, 3, -2, -1, -1)","[[1], [3], [-2, -1]]",1,1,2,True,"[0.414, 0.153, 0.799, 0.197, 0.197]","[0.414, 0.153, 0.39766666666666667]",0.025189002,0.18895517660102423,False,True,False,False,False,True,False,True,True,Cu1Mn1O3,MnCuO3,['mp-1176440'],[],-1.4386045998730352,0.035504623416663605
11,Cu1Mn1O3,"[1, 1, 3]","(1, 4, -2, -2, -1)","[[1], [4], [-2, -1]]",1,1,2,True,"[0.414, 0.139, 0.799, 0.799, 0.197]","[0.414, 0.139, 0.5983333333333334]",0.03443169,0.25828915590310886,False,True,False,False,False,False,True,True,True,Cu1Mn1O3,MnCuO3,['mp-1176440'],[],-1.4386045998730352,0.035504623416663605
12,Cu1Mn1O3,"[1, 1, 3]","(2, 1, -1, -1, -1)","[[2], [1], [-1]]",1,1,1,False,"[0.172, 0.171, 0.197, 0.197, 0.197]","[0.172, 0.171, 0.197]",0.005794164,0.043464893205189196,False,False,True,True,False,False,False,False,True,Cu1Mn1O3,MnCuO3,['mp-1176440'],[],-1.4386045998730352,0.035504623416663605
13,Cu1Mn1O3,"[1, 1, 3]","(2, 2, -2, -1, -1)","[[2], [2], [-2, -1]]",1,1,2,True,"[0.172, 0.403, 0.799, 0.197, 0.197]","[0.172, 0.403, 0.39766666666666667]",0.027564662666666667,0.20677618359503325,False,False,True,False,True,False,False,True,True,Cu1Mn1O3,MnCuO3,['mp-1176440'],[],-1.4386045998730352,0.035504623416663605
14,Cu1Mn1O3,"[1, 1, 3]","(2, 3, -2, -2, -1)","[[2], [3], [-2, -1]]",1,1,2,True,"[0.172, 0.153, 0.799, 0.799, 0.197]","[0.172, 0.153, 0.5983333333333334]",0.01574574,0.11811659240861594,False,False,True,False,False,True,False,True,True,Cu1Mn1O3,MnCuO3,['mp-1176440'],[],-1.4386045998730352,0.035504623416663605
15,Cu1Mn1O3,"[1, 1, 3]","(2, 4, -2, -2, -2)","[[2], [4], [-2]]",1,1,1,False,"[0.172, 0.139, 0.799, 0.799, 0.799]","[0.172, 0.139, 0.799]",0.019102492,0.1432972512916412,False,False,True,False,False,False,True,True,False,Cu1Mn1O3,MnCuO3,['mp-1176440'],[],-1.4386045998730352,0.035504623416663605
16,Cu1Mn1O4,"[1, 1, 4]","(1, 3, -1, -1, -1, -1)","[[1], [3], [-1]]",1,1,1,False,"[0.414, 0.153, 0.197, 0.197, 0.197, 0.197]","[0.414, 0.153, 0.197]",0.012478374,0.09360646217200781,False,True,False,False,False,True,False,False,True,Cu1Mn1O4,MnCuO4,['mp-1221885'],[],-1.0147743426025286,0.2353235217708347
17,Cu1Mn1O4,"[1, 1, 4]","(1, 4, -2, -1, -1, -1)","[[1], [4], [-2, -1]]",1,1,2,True,"[0.414, 0.139, 0.799, 0.197, 0.197, 0.197]","[0.414, 0.139, 0.34750000000000003]",0.019997235000000002,0.15000916157603955,False,True,False,False,False,False,True,True,True,Cu1Mn1O4,MnCuO4,['mp-1221885'],[],-1.0147743426025286,0.2353235217708347
18,Cu1Mn1O4,"[1, 1, 4]","(2, 2, -1, -1, -1, -1)","[[2], [2], [-1]]",1,1,1,False,"[0.172, 0.403, 0.197, 0.197, 0.197, 0.197]","[0.172, 0.403, 0.197]",0.013655252000000001,0.10243480679351606,False,False,True,False,True,False,False,False,True,Cu1Mn1O4,MnCuO4,['mp-1221885'],[],-1.0147743426025286,0.2353235217708347
19,Cu1Mn1O4,"[1, 1, 4]","(2, 3, -2, -1, -1, -1)","[[2], [3], [-2, -1]]",1,1,2,True,"[0.172, 0.153, 0.799, 0.197, 0.197, 0.197]","[0.172, 0.153, 0.34750000000000003]",0.00914481,0.0685997479587644,False,False,True,False,False,True,False,True,True,Cu1Mn1O4,MnCuO4,['mp-1221885'],[],-1.0147743426025286,0.2353235217708347
20,Cu1Mn1O4,"[1, 1, 4]","(2, 4, -2, -2, -1, -1)","[[2], [4], [-2, -1]]",1,1,2,True,"[0.172, 0.139, 0.799, 0.799, 0.197, 0.197]","[0.172, 0.139, 0.498]",0.011906183999999998,0.08931418165611678,False,False,True,False,False,False,True,True,True,Cu1Mn1O4,MnCuO4,['mp-1221885'],[],-1.0147743426025286,0.2353235217708347
21,Cu1Mn1O5,"[1, 1, 5]","(1, 4, -1, -1, -1, -1, -1)","[[1], [4], [-1]]",1,1,1,False,"[0.414, 0.139, 0.197, 0.197, 0.197, 0.197, 0.197]","[0.414, 0.139, 0.197]",0.011336562,0.08504116497979795,False,True,False,False,False,False,True,False,True,Cu1Mn1O5,MnCuO5,[],[],NA,NA
22,Cu1Mn1O5,"[1, 1, 5]","(2, 3, -1, -1, -1, -1, -1)","[[2], [3], [-1]]",1,1,1,False,"[0.172, 0.153, 0.197, 0.197, 0.197, 0.197, 0.197]","[0.172, 0.153, 0.197]",0.005184252,0.03888964128885349,False,False,True,False,False,True,False,False,True,Cu1Mn1O5,MnCuO5,[],[],NA,NA
23,Cu1Mn1O5,"[1, 1, 5]","(2, 4, -2, -1, -1, -1, -1)","[[2], [4], [-2, -1]]",1,1,2,True,"[0.172, 0.139, 0.799, 0.197, 0.197, 0.197, 0.197]","[0.172, 0.139, 0.3174]",0.0075883992,0.056924339874802145,False,False,True,False,False,False,True,True,True,Cu1Mn1O5,MnCuO5,[],[],NA,NA
24,Cu1Mn1O6,"[1, 1, 6]","(2, 4, -1, -1, -1, -1, -1, -1)","[[2], [4], [-1]]",1,1,1,False,"[0.172, 0.139, 0.197, 0.197, 0.197, 0.197, 0.197, 0.197]","[0.172, 0.139, 0.197]",0.004709876,0.03533111202059239,False,False,True,False,False,False,True,False,True,Cu1Mn1O6,MnCuO6,[],[],NA,NA
25,Cu1Mn2O1,"[1, 2, 1]","(-2, 1, 2, -1)","[[-2], [1, 2], [-1]]",1,2,1,True,"[0.351, 0.171, 0.403, 0.197]","[0.351, 0.28700000000000003, 0.197]",0.019845189000000003,0.14886858924286497,True,False,False,True,True,False,False,False,True,Cu1Mn2O1,Mn2CuO,[],[],NA,NA
26,Cu1Mn2O1,"[1, 2, 1]","(-2, 1, 3, -2)","[[-2], [1, 3], [-2]]",1,2,1,True,"[0.351, 0.171, 0.153, 0.799]","[0.351, 0.162, 0.799]",0.045432738,0.34081346423562414,True,False,False,True,False,True,False,True,False,Cu1Mn2O1,Mn2CuO,[],[],NA,NA
27,Cu1Mn2O1,"[1, 2, 1]","(-2, 2, 2, -2)","[[-2], [2], [-2]]",1,1,1,False,"[0.351, 0.403, 0.403, 0.799]","[0.351, 0.403, 0.799]",0.113020947,0.8478260869565217,True,False,False,False,True,False,False,True,False,Cu1Mn2O1,Mn2CuO,[],[],NA,NA
28,Cu1Mn2O2,"[1, 2, 2]","(-2, 1, 3, -1, -1)","[[-2], [1, 3], [-1]]",1,2,1,True,"[0.351, 0.171, 0.153, 0.197, 0.197]","[0.351, 0.162, 0.197]",0.011201814,0.08403035350990982,True,False,False,True,False,True,False,False,True,Cu1Mn2O2,Mn2CuO2,[],[],NA,NA
29,Cu1Mn2O2,"[1, 2, 2]","(-2, 1, 4, -2, -1)","[[-2], [1, 4], [-2, -1]]",1,2,2,True,"[0.351, 0.171, 0.139, 0.799, 0.197]","[0.351, 0.15500000000000003, 0.498]",0.027093690000000004,0.20324318441530176,True,False,False,True,False,False,True,True,True,Cu1Mn2O2,Mn2CuO2,[],[],NA,NA
30,Cu1Mn2O2,"[1, 2, 2]","(-2, 2, 2, -1, -1)","[[-2], [2], [-1]]",1,1,1,False,"[0.351, 0.403, 0.403, 0.197, 0.197]","[0.351, 0.403, 0.197]",0.027866241,0.2090384720030473,True,False,False,False,True,False,False,False,True,Cu1Mn2O2,Mn2CuO2,[],[],NA,NA
31,Cu1Mn2O2,"[1, 2, 2]","(-2, 2, 3, -2, -1)","[[-2], [2, 3], [-2, -1]]",1,2,2,True,"[0.351, 0.403, 0.153, 0.799, 0.197]","[0.351, 0.278, 0.498]",0.048593844,0.36452648559647666,True,False,False,False,True,True,False,True,True,Cu1Mn2O2,Mn2CuO2,[],[],NA,NA
32,Cu1Mn2O2,"[1, 2, 2]","(-2, 2, 4, -2, -2)","[[-2], [2, 4], [-2]]",1,2,1,True,"[0.351, 0.403, 0.139, 0.799, 0.799]","[0.351, 0.271, 0.799]",0.076001679,0.5701262272089762,True,False,False,False,True,False,True,True,False,Cu1Mn2O2,Mn2CuO2,[],[],NA,NA
33,Cu1Mn2O2,"[1, 2, 2]","(-2, 3, 3, -2, -2)","[[-2], [3], [-2]]",1,1,1,False,"[0.351, 0.153, 0.153, 0.799, 0.799]","[0.351, 0.153, 0.799]",0.042908696999999996,0.32187938288920054,True,False,False,False,False,True,False,True,False,Cu1Mn2O2,Mn2CuO2,[],[],NA,NA
34,Cu1Mn2O2,"[1, 2, 2]","(1, 1, 1, -2, -1)","[[1], [1], [-2, -1]]",1,1,2,True,"[0.414, 0.171, 0.171, 0.799, 0.197]","[0.414, 0.171, 0.498]",0.035255412,0.26446830249971276,False,True,False,True,False,False,False,True,True,Cu1Mn2O2,Mn2CuO2,[],[],NA,NA
35,Cu1Mn2O2,"[1, 2, 2]","(1, 1, 2, -2, -2)","[[1], [1, 2], [-2]]",1,2,1,True,"[0.414, 0.171, 0.403, 0.799, 0.799]","[0.414, 0.28700000000000003, 0.799]",0.094935582,0.7121588089330025,False,True,False,True,True,False,False,True,False,Cu1Mn2O2,Mn2CuO2,[],[],NA,NA
36,Cu1Mn2O2,"[1, 2, 2]","(2, 1, 1, -2, -2)","[[2], [1], [-2]]",1,1,1,False,"[0.172, 0.171, 0.171, 0.799, 0.799]","[0.172, 0.171, 0.799]",0.023500188,0.17628654655302622,False,False,True,True,False,False,False,True,False,Cu1Mn2O2,Mn2CuO2,[],[],NA,NA
37,Cu1Mn2O3,"[1, 2, 3]","(-2, 1, 4, -1, -1, -1)","[[-2], [1, 4], [-1]]",1,2,1,True,"[0.351, 0.171, 0.139, 0.197, 0.197, 0.197]","[0.351, 0.15500000000000003, 0.197]",0.010717785000000002,0.08039941230886435,True,False,False,True,False,False,True,False,True,Cu1Mn2O3,Mn2CuO3,[],[],NA,NA
38,Cu1Mn2O3,"[1, 2, 3]","(-2, 2, 3, -1, -1, -1)","[[-2], [2, 3], [-1]]",1,2,1,True,"[0.351, 0.403, 0.153, 0.197, 0.197, 0.197]","[0.351, 0.278, 0.197]",0.019222866,0.14420023627009218,True,False,False,False,True,True,False,False,True,Cu1Mn2O3,Mn2CuO3,[],[],NA,NA
39,Cu1Mn2O3,"[1, 2, 3]","(-2, 2, 4, -2, -1, -1)","[[-2], [2, 4], [-2, -1]]",1,2,2,True,"[0.351, 0.403, 0.139, 0.799, 0.197, 0.197]","[0.351, 0.271, 0.39766666666666667]",0.037826451,0.28375493911568983,True,False,False,False,True,False,True,True,True,Cu1Mn2O3,Mn2CuO3,[],[],NA,NA
40,Cu1Mn2O3,"[1, 2, 3]","(-2, 3, 3, -2, -1, -1)","[[-2], [3], [-2, -1]]",1,1,2,True,"[0.351, 0.153, 0.153, 0.799, 0.197, 0.197]","[0.351, 0.153, 0.39766666666666667]",0.021355892999999997,0.16020112798782488,True,False,False,False,False,True,False,True,True,Cu1Mn2O3,Mn2CuO3,[],[],NA,NA
41,Cu1Mn2O3,"[1, 2, 3]","(-2, 3, 4, -2, -2, -1)","[[-2], [3, 4], [-2, -1]]",1,2,2,True,"[0.351, 0.153, 0.139, 0.799, 0.799, 0.197]","[0.351, 0.14600000000000002, 0.5983333333333334]",0.030662190000000006,0.23001226989557427,True,False,False,False,False,True,True,True,True,Cu1Mn2O3,Mn2CuO3,[],[],NA,NA
42,Cu1Mn2O3,"[1, 2, 3]","(-2, 4, 4, -2, -2, -2)","[[-2], [4], [-2]]",1,1,1,False,"[0.351, 0.139, 0.139, 0.799, 0.799, 0.799]","[0.351, 0.139, 0.799]",0.038982411,0.2924263674614306,True,False,False,False,False,False,True,True,False,Cu1Mn2O3,Mn2CuO3,[],[],NA,NA
43,Cu1Mn2O3,"[1, 2, 3]","(1, 1, 1, -1, -1, -1)","[[1], [1], [-1]]",1,1,1,False,"[0.414, 0.171, 0.171, 0.197, 0.197, 0.197]","[0.414, 0.171, 0.197]",0.013946418,0.10461898713342051,False,True,False,True,False,False,False,False,True,Cu1Mn2O3,Mn2CuO3,[],[],NA,NA
44,Cu1Mn2O3,"[1, 2, 3]","(1, 1, 2, -2, -1, -1)","[[1], [1, 2], [-2, -1]]",1,2,2,True,"[0.414, 0.171, 0.403, 0.799, 0.197, 0.197]","[0.414, 0.28700000000000003, 0.39766666666666667]",0.047249958,0.3544453312712023,False,True,False,True,True,False,False,True,True,Cu1Mn2O3,Mn2CuO3,[],[],NA,NA
45,Cu1Mn2O3,"[1, 2, 3]","(1, 1, 3, -2, -2, -1)","[[1], [1, 3], [-2, -1]]",1,2,2,True,"[0.414, 0.171, 0.153, 0.799, 0.799, 0.197]","[0.414, 0.162, 0.5983333333333334]",0.04012902000000001,0.30102764932592546,False,True,False,True,False,True,False,True,True,Cu1Mn2O3,Mn2CuO3,[],[],NA,NA
46,Cu1Mn2O3,"[1, 2, 3]","(1, 1, 4, -2, -2, -2)","[[1], [1, 4], [-2]]",1,2,1,True,"[0.414, 0.171, 0.139, 0.799, 0.799, 0.799]","[0.414, 0.15500000000000003, 0.799]",0.051271830000000004,0.38461538461538464,False,True,False,True,False,False,True,True,False,Cu1Mn2O3,Mn2CuO3,[],[],NA,NA
47,Cu1Mn2O3,"[1, 2, 3]","(1, 2, 2, -2, -2, -1)","[[1], [2], [-2, -1]]",1,1,2,True,"[0.414, 0.403, 0.403, 0.799, 0.799, 0.197]","[0.414, 0.403, 0.5983333333333334]",0.09982713,0.7488527325823947,False,True,False,False,True,False,False,True,True,Cu1Mn2O3,Mn2CuO3,[],[],NA,NA
48,Cu1Mn2O3,"[1, 2, 3]","(1, 2, 3, -2, -2, -2)","[[1], [2, 3], [-2]]",1,2,1,True,"[0.414, 0.403, 0.153, 0.799, 0.799, 0.799]","[0.414, 0.278, 0.799]",0.09195850800000001,0.6898263027295286,False,True,False,False,True,True,False,True,False,Cu1Mn2O3,Mn2CuO3,[],[],NA,NA
49,Cu1Mn2O3,"[1, 2, 3]","(2, 1, 1, -2, -1, -1)","[[2], [1], [-2, -1]]",1,1,2,True,"[0.172, 0.171, 0.171, 0.799, 0.197, 0.197]","[0.172, 0.171, 0.39766666666666667]",0.011696172,0.08773877765446819,False,False,True,True,False,False,False,True,True,Cu1Mn2O3,Mn2CuO3,[],[],NA,NA
50,Cu1Mn2O3,"[1, 2, 3]","(2, 1, 2, -2, -2, -1)","[[2], [1, 2], [-2, -1]]",1,2,2,True,"[0.172, 0.171, 0.403, 0.799, 0.799, 0.197]","[0.172, 0.28700000000000003, 0.5983333333333334]",0.029536126666666673,0.22156511125014888,False,False,True,True,True,False,False,True,True,Cu1Mn2O3,Mn2CuO3,[],[],NA,NA
51,Cu1Mn2O3,"[1, 2, 3]","(2, 1, 3, -2, -2, -2)","[[2], [1, 3], [-2]]",1,2,1,True,"[0.172, 0.171, 0.153, 0.799, 0.799, 0.799]","[0.172, 0.162, 0.799]",0.022263336,0.16700830726076168,False,False,True,True,False,True,False,True,False,Cu1Mn2O3,Mn2CuO3,[],[],NA,NA
52,Cu1Mn2O3,"[1, 2, 3]","(2, 2, 2, -2, -2, -2)","[[2], [2], [-2]]",1,1,1,False,"[0.172, 0.403, 0.403, 0.799, 0.799, 0.799]","[0.172, 0.403, 0.799]",0.055383484000000004,0.41545893719806765,False,False,True,False,True,False,False,True,False,Cu1Mn2O3,Mn2CuO3,[],[],NA,NA
53,Cu1Mn2O4,"[1, 2, 4]","(-2, 2, 4, -1, -1, -1, -1)","[[-2], [2, 4], [-1]]",1,2,1,True,"[0.351, 0.403, 0.139, 0.197, 0.197, 0.197, 0.197]","[0.351, 0.271, 0.197]",0.018738837,0.1405692950690467,True,False,False,False,True,False,True,False,True,Cu1Mn2O4,Mn2CuO4,"['mp-34237', 'mp-675296', 'mp-34563', 'mp-698748', 'mp-1284172', 'mp-505421', 'mp-1275201', 'mp-36921', 'mp-685330', 'mp-705869']","[[174000, 27920, 166501, 201399]]",-1.259774677175763,0.4605853064821428
54,Cu1Mn2O4,"[1, 2, 4]","(-2, 3, 3, -1, -1, -1, -1)","[[-2], [3], [-1]]",1,1,1,False,"[0.351, 0.153, 0.153, 0.197, 0.197, 0.197, 0.197]","[0.351, 0.153, 0.197]",0.010579491,0.07936200053713706,True,False,False,False,False,True,False,False,True,Cu1Mn2O4,Mn2CuO4,"['mp-34237', 'mp-675296', 'mp-34563', 'mp-698748', 'mp-1284172', 'mp-505421', 'mp-1275201', 'mp-36921', 'mp-685330', 'mp-705869']","[[174000, 27920, 166501, 201399]]",-1.259774677175763,0.4605853064821428
55,Cu1Mn2O4,"[1, 2, 4]","(-2, 3, 4, -2, -1, -1, -1)","[[-2], [3, 4], [-2, -1]]",1,2,2,True,"[0.351, 0.153, 0.139, 0.799, 0.197, 0.197, 0.197]","[0.351, 0.14600000000000002, 0.34750000000000003]",0.017807985000000005,0.1335865132958976,True,False,False,False,False,True,True,True,True,Cu1Mn2O4,Mn2CuO4,"['mp-34237', 'mp-675296', 'mp-34563', 'mp-698748', 'mp-1284172', 'mp-505421', 'mp-1275201', 'mp-36921', 'mp-685330', 'mp-705869']","[[174000, 27920, 166501, 201399]]",-1.259774677175763,0.4605853064821428
56,Cu1Mn2O4,"[1, 2, 4]","(-2, 4, 4, -2, -2, -1, -1)","[[-2], [4], [-2, -1]]",1,1,2,True,"[0.351, 0.139, 0.139, 0.799, 0.799, 0.197, 0.197]","[0.351, 0.139, 0.498]",0.024296922,0.18226324279823833,True,False,False,False,False,False,True,True,True,Cu1Mn2O4,Mn2CuO4,"['mp-34237', 'mp-675296', 'mp-34563', 'mp-698748', 'mp-1284172', 'mp-505421', 'mp-1275201', 'mp-36921', 'mp-685330', 'mp-705869']","[[174000, 27920, 166501, 201399]]",-1.259774677175763,0.4605853064821428
57,Cu1Mn2O4,"[1, 2, 4]","(1, 1, 2, -1, -1, -1, -1)","[[1], [1, 2], [-1]]",1,2,1,True,"[0.414, 0.171, 0.403, 0.197, 0.197, 0.197, 0.197]","[0.414, 0.28700000000000003, 0.197]",0.023407146000000004,0.17558859244030228,False,True,False,True,True,False,False,False,True,Cu1Mn2O4,Mn2CuO4,"['mp-34237', 'mp-675296', 'mp-34563', 'mp-698748', 'mp-1284172', 'mp-505421', 'mp-1275201', 'mp-36921', 'mp-685330', 'mp-705869']","[[174000, 27920, 166501, 201399]]",-1.259774677175763,0.4605853064821428
58,Cu1Mn2O4,"[1, 2, 4]","(1, 1, 3, -2, -1, -1, -1)","[[1], [1, 3], [-2, -1]]",1,2,2,True,"[0.414, 0.171, 0.153, 0.799, 0.197, 0.197, 0.197]","[0.414, 0.162, 0.34750000000000003]",0.02330613,0.1748308214051684,False,True,False,True,False,True,False,True,True,Cu1Mn2O4,Mn2CuO4,"['mp-34237', 'mp-675296', 'mp-34563', 'mp-698748', 'mp-1284172', 'mp-505421', 'mp-1275201', 'mp-36921', 'mp-685330', 'mp-705869']","[[174000, 27920, 166501, 201399]]",-1.259774677175763,0.4605853064821428
59,Cu1Mn2O4,"[1, 2, 4]","(1, 1, 4, -2, -2, -1, -1)","[[1], [1, 4], [-2, -1]]",1,2,2,True,"[0.414, 0.171, 0.139, 0.799, 0.799, 0.197, 0.197]","[0.414, 0.15500000000000003, 0.498]",0.031956660000000005,0.23972273033599695,False,True,False,True,False,False,True,True,True,Cu1Mn2O4,Mn2CuO4,"['mp-34237', 'mp-675296', 'mp-34563', 'mp-698748', 'mp-1284172', 'mp-505421', 'mp-1275201', 'mp-36921', 'mp-685330', 'mp-705869']","[[174000, 27920, 166501, 201399]]",-1.259774677175763,0.4605853064821428
60,Cu1Mn2O4,"[1, 2, 4]","(1, 2, 2, -2, -1, -1, -1)","[[1], [2], [-2, -1]]",1,1,2,True,"[0.414, 0.403, 0.403, 0.799, 0.197, 0.197, 0.197]","[0.414, 0.403, 0.34750000000000003]",0.057977595,0.434918648310388,False,True,False,False,True,False,False,True,True,Cu1Mn2O4,Mn2CuO4,"['mp-34237', 'mp-675296', 'mp-34563', 'mp-698748', 'mp-1284172', 'mp-505421', 'mp-1275201', 'mp-36921', 'mp-685330', 'mp-705869']","[[174000, 27920, 166501, 201399]]",-1.259774677175763,0.4605853064821428
61,Cu1Mn2O4,"[1, 2, 4]","(1, 2, 3, -2, -2, -1, -1)","[[1], [2, 3], [-2, -1]]",1,2,2,True,"[0.414, 0.403, 0.153, 0.799, 0.799, 0.197, 0.197]","[0.414, 0.278, 0.498]",0.057315816,0.4299543163445622,False,True,False,False,True,True,False,True,True,Cu1Mn2O4,Mn2CuO4,"['mp-34237', 'mp-675296', 'mp-34563', 'mp-698748', 'mp-1284172', 'mp-505421', 'mp-1275201', 'mp-36921', 'mp-685330', 'mp-705869']","[[174000, 27920, 166501, 201399]]",-1.259774677175763,0.4605853064821428
62,Cu1Mn2O4,"[1, 2, 4]","(1, 2, 4, -2, -2, -2, -1)","[[1], [2, 4], [-2, -1]]",1,2,2,True,"[0.414, 0.403, 0.139, 0.799, 0.799, 0.799, 0.197]","[0.414, 0.271, 0.6485000000000001]",0.072757809,0.5457923521026594,False,True,False,False,True,False,True,True,True,Cu1Mn2O4,Mn2CuO4,"['mp-34237', 'mp-675296', 'mp-34563', 'mp-698748', 'mp-1284172', 'mp-505421', 'mp-1275201', 'mp-36921', 'mp-685330', 'mp-705869']","[[174000, 27920, 166501, 201399]]",-1.259774677175763,0.4605853064821428
63,Cu1Mn2O4,"[1, 2, 4]","(1, 3, 3, -2, -2, -2, -1)","[[1], [3], [-2, -1]]",1,1,2,True,"[0.414, 0.153, 0.153, 0.799, 0.799, 0.799, 0.197]","[0.414, 0.153, 0.6485000000000001]",0.041077287000000004,0.3081410696372948,False,True,False,False,False,True,False,True,True,Cu1Mn2O4,Mn2CuO4,"['mp-34237', 'mp-675296', 'mp-34563', 'mp-698748', 'mp-1284172', 'mp-505421', 'mp-1275201', 'mp-36921', 'mp-685330', 'mp-705869']","[[174000, 27920, 166501, 201399]]",-1.259774677175763,0.4605853064821428
64,Cu1Mn2O4,"[1, 2, 4]","(1, 3, 4, -2, -2, -2, -2)","[[1], [3, 4], [-2]]",1,2,1,True,"[0.414, 0.153, 0.139, 0.799, 0.799, 0.799, 0.799]","[0.414, 0.14600000000000002, 0.799]",0.04829475600000001,0.36228287841191076,False,True,False,False,False,True,True,True,False,Cu1Mn2O4,Mn2CuO4,"['mp-34237', 'mp-675296', 'mp-34563', 'mp-698748', 'mp-1284172', 'mp-505421', 'mp-1275201', 'mp-36921', 'mp-685330', 'mp-705869']","[[174000, 27920, 166501, 201399]]",-1.259774677175763,0.4605853064821428
65,Cu1Mn2O4,"[1, 2, 4]","(2, 1, 1, -1, -1, -1, -1)","[[2], [1], [-1]]",1,1,1,False,"[0.172, 0.171, 0.171, 0.197, 0.197, 0.197, 0.197]","[0.172, 0.171, 0.197]",0.005794164,0.043464893205189196,False,False,True,True,False,False,False,False,True,Cu1Mn2O4,Mn2CuO4,"['mp-34237', 'mp-675296', 'mp-34563', 'mp-698748', 'mp-1284172', 'mp-505421', 'mp-1275201', 'mp-36921', 'mp-685330', 'mp-705869']","[[174000, 27920, 166501, 201399]]",-1.259774677175763,0.4605853064821428
